wr_10,wr_8,wr_9,"경도
lng","국가 2자리코드
code2","국가명 한글
country_kname","도시 3자리코드
ctCode","명소 (영문)주소
latlng",명소 이름,"영문 도시명
ctEname","위도
lat","유엔 구분
un_subregion","한글 도시명
ctKname","한글설명
expl"
,,,,CH,스위스,,,슈탄저호른 산 Stanserhorn Mountain,,,Western Europe,,스위스 루체른에 있는 알프스 봉우리중에 하나. 케이블카를 타고 즐길수 있다
,,,,CH,스위스,,,브베 VEVEY,,,Western Europe,,스위스 보주에 위치한 제네바호수(레만호) 북쪽의 소도시이다. 여름 휴양지이자 포도재배 산지로 유명하다. 포도 재배자들을 위해 열리는 비네롱 축제는 2016년 유네스코 무형 문화유산으로 지정됐다. 1867년 설립된 글로벌 식음료회사 네슬레의 본사가 있다. 밀크 초콜릿은 1875년 다니엘 피터가 헨리 네슬레의 도움을 받아 이곳 브베에서 발명했다. 영국계 미국인 배우이자 코미디언 찰리 채플린이 1952년부터 1977년 사망할 때까지 브베에서 살았다
,,,,CH,스위스,GVA,,제네바 시내 GENEVA,Geneva,,Western Europe,제네바,"스위스 제네바주의 주도이자 세계적인 금융도시입니다. 16세기 이래 롤렉스, 바쉐론 콘스탄틴 등 명품시계 제조의 오랜 전통이 이어지고 있으며 국제적십자위원회 및 국제노동기구(ILO), 세계보건기구(WHO) 등 많은 국제기구가 제네바에 본부를 두고 있어 ‘세계에서 가장 작은 국제도시’라고도 불립니다. 제네바모터쇼와 유럽입자물리연구소(CERN) 등도 유명합니다."
,,,,CH,스위스,ZRH,,프라우 민스터 Fraumunster abbey,Zurich,,Western Europe,취리히,"스위스 취리히주 취리히에 있는 수도원. 853년에 독일의 루드비히(Ludwig) 2세의 딸 힐데가르트가 수녀원으로 지었다. 이후 남독일 귀족 가문의 여성들이 원장이 되어 이 곳에서 살며서 넓은 영지를 소유하고 면세 등 갖가지 특권을 누렸고, 그 부력으로 사원을 짓고 예술가를 비호하여 취리히의 문화적 번영에 크게 기여하였다."
,,,,CH,스위스,,,로잔 노트르담 대성당 Cathedral Notre-dame de Laussane,,,Western Europe,,"스위스에서 가장 아름다운 교회라고 불리워지며, 고딕양식의 성당으로 구 시가지 중앙의 언덕에 지어져 있습니다. 특히 1235년 제작된 장미의 창이라 불리우는 스테인드 글라스는 독특한 우주관이 표출되어 있고, 파이프 오르간도 유명합니다."
parsing0608,https://www.windsortour.co.kr/images/area_img/CH/LEU/CHLEU3201708_0002.jpg,1708,,CH,스위스,LEU,,로이커바트 테르메 Leukerbad Therme,SEO DE URGEL,,Western Europe,LEU,"스위스에서 온천을 즐길수 있는곳으로 유명하다, 눈쌓인 기암절벽을 바라보며 노천온천을 즐길수 있는 곳. 모든 온천은 남녀혼탕이며, 기본적으로 야외풀장과 수영장에서는 수영복을 착용해야 한다. 로이커바트(Leukerbad) 온천은 과거 로마인들에 의해 처음 발견되었다. 웰빙과 스포츠를 즐길 수 있는 명소로 인기를 끌고 있으며, 발레 계곡 옆에 온천 리조트가 자리하고 있다. 로이커바트 산악 스파 리조트에 위치한 65개의 온천에서 매일 390만 리터의 물이 솟아 나온다. 온천은 로이커바트의 관광 산업의 발전을 이끌었으며, 스위스에서 가장 큰 스파, 웰빙 리조트 중의 하나로 거듭나게 했다. 의료 재활 센터 외에도 다양한 대중 온천장을 포함하여 수 많은 명소들이 있다.겨울철의 스키, 여름철의 하이킹 등 각종 스포츠 활동을 마친 후 따뜻하고 편안한 느낌을 선사하는 온천수에 몸을 담그면 오래도록 잊지못할 경험으로 남을 것이다. 로이커바트 중심지는 차량통행이 금지되어 있으며, 로이커바트 스포츠 경기장은 날씨에 상관없이 일년 내내 즐길 수 있는 실내 스포츠 시설을 갖추고 있다. 유럽 최대의 알프스 온천으로서 수영장이 여러개 있고, 각 수영장에 워터파크 시설도 있는등, 젊은 감각으로 재밌게 온천을 즐기고자 하는 사람들이 많이 이용합니다. 뒤에 거대한 병풍처럼 펼쳐져있는 기암 절벽의 로이커바트의 알프스 절경을 보면서 즐기는 온천체험은 그야말로 특별한 경험입니다.

수영장만 이용시 성인 25유로-30유로(아동 20유로)

수영장+사우나 성인 45유로(아동 30유로)"
parsing0608,https://www.windsortour.co.kr/images/area_img/RS/BEG/RSBEG3202074_0001.jpg,2074,,RS,세르비아,BEG,,스카다리아 거리 Skadarlija street,Belgrade,,Southern Europe,베오그라드,"스카다리아 거리  Skadarlija street, 우리나라의 인사동거리와 같은 문화 예술의 거리이자 부티크한 레스토랑이 즐비하여 저녁이면 화려한 거리로 변모합니다."
parsing0608,https://www.windsortour.co.kr/images/area_img/AL/TIA/ALTIA3200592_0002.jpg,592,,AL,알바니아,TIA,,에덤베이 모스크 Et'hem Bej Mosque,Tirana,,Southern Europe,티라너,스칸데르베그 광장에 위치한 지붕과 첨탑이 아름다운 이슬람 사원인 에덤베이 모스크는 1794년 Molla Bay에 의해 시작되었습니다. 건축 당시 티라나의 역사적 중심지를 구성하는 건물의 일부였습니다. 모스크는 오늘날 티라나의 시계탑과 함께 랜드마크가 되었으며 모스크 안에 들어가기 전에 반드시 신발을 벗어야 합니다.
parsing0608,https://www.windsortour.co.kr/images/area_img/IS/SKO/ISSKO3200831_0002.jpg,831,,IS,아이슬란드,SKO,,스코가 폭포 Skogafoss,Sokoto,,Northern Europe,SKO,스코가 폭포는 아이슬란드 남부에 있는 폭포로 폭포와 절벽은 한때 바다에 접하고 있었으나 해안선이 밀려나면서 현재의 지형이 되었습니다. 맑은 날에는 낙수로 생기는 물안개에 의해 홑겹 또는 이중 무지개가 보입니다.
parsing0608,https://www.windsortour.co.kr/images/area_img/NO/STA/NOSTA3201922_0001.jpg,1922,,NO,노르웨이,STA,,스타방에르 시내 STAVANGER,STAUNING,,Northern Europe,STA,스타방에르는 노르웨이 남서부 스타방에르반도에 위치한 항구도시로 로갈란주의 주도입니다. 노르웨이에서 인구가 네 번째로 많다. 12~14세기 교회 행정과 노르웨이 남서해안의 상거래 중심지로 발전했습니다.  옛 문화와 새 문화가 공존하여 매혹적인 분위기를 자아냅니다.
parsing0608,https://www.windsortour.co.kr/images/area_img/TR/NAV/TRNAV3201017_0002.jpg,1017,,TR,튀르키예,NAV,,으흘라라 계곡 Ihlara Valley,Nevsehir/Kapadokya,,Western Asia,,"스타워즈 촬영지로 유명한 으흐랄라 계곡은 터키의 그랜드 캐년이라고 불릴 만큼 끝없이 평야가 펼쳐져 있고 절벽과 협곡이 멋진 장관을 이루고 있습니다. 수천년의 시간동안 풍화작용과 침식작용으로 인하여 생긴 특이 지형으로, 전체 협곡의 길이는 약 16km이며 과거 기독교인들이 로마시대의 탄압을 막기 위하여 이곳에 주거지를 형성하여 생활 하기도 했습니다."
,,,,SE,스웨덴,STO,,회토리예트 Hotorget,Stockholm,,Northern Europe,스톡홀름,스톡홀름 중심부에 있는 마켓 광장으로 일요일이면 플리마켓이 문을 열어 빈티지한 유럽 제품들을 만나볼 수 있습니다.
parsing0608,https://www.windsortour.co.kr/images/area_img/SE/UPP/SEUPP3202199_0001.jpg,2199,,SE,스웨덴,UPP,,웁살라 시내 UPPSALA,UPOLU POINT,,Northern Europe,UPP,스톡홀름에서 북쪽으로 70KM 덜어진곳에 위치하며 18세기까지 스웨덴의 수도였던 웁살라는 스웨덴에서 가장 오래된 웁살라 대학교로 널리 알려져 있습니다. 북유럽에서 가장 큰 웁살라 대성당도 이곳에 위치해 있습니다. 대학교가 있는 도시답게 서점과 도서관이 많은 곳으로 학구적인 분위기를 느낄 수 있습니다.
,,,,ES,스페인,MAD,,마드리드 마요르 광장 (Plaza Mayor de Madrid),Madrid,,Southern Europe,마드리드,"스페인 마드리드에 있는 광장으로 푸에르타 델 솔 및 빌라 광장에서 몇 블록 떨어진 거리에 있습니다. 광장 중앙에는 펠리페 3세 기마상이 있으며, 레스토랑과 카페가 있어서 시민들과 관광객들의 휴식 장소가 되고 있습니다."
,,,12.4823270  위경도가 없을시 수정버튼 누르고 그냥 저장.,ES,스페인,MAD,,마드리드 스페인광장 Plaza de Espana,Madrid,41.9056978,Southern Europe,마드리드,"스페인 마드리드에 있는 광장으로, 1916년, 스페인의 대표적인 작가 미겔 데 세르반테스의 사후 300주년을 기념하여 만들어졌으며, 광장 중앙에는 세르반테스의 기념비가 있고 그 앞에는 애마 로시난테를 올라 탄 돈키호테, 노새를 탄 산초 판사의 동상이 있습니다."
,,,,ES,스페인,MAD,,레이나 소피아 미술관 Museo Nacional Centro de Arte Reina Sofia,Madrid,,Southern Europe,마드리드,"스페인 마드리드에 있는 국립 소피아 왕비 예술센터 미술관으로, 줄여서 소피아 왕비 미술관으로 불리기도 하며, 당시 스페인의 왕비인 소피아 왕비의 이름을 따서 명명되었습니다. 20세기 및 현대 미술 관련 미술품을 소장하고 있습니다. 원래 종합 병원이었던 건물을, 호세 데 에르모시야가 설계를 시작해 프란체스코 사바티니가 계승한 19세기 신고전주의 양식의 웅장한 건물로 마드리드 아토차역 부근에 위치해 있으며, 이 미술관은 프라도 박물관, 티센 보르네미사 미술관과 함께 마드리드의 예술 삼각형이라고 불리고 있습니다."
parsing0608,https://www.windsortour.co.kr/images/area_img/ES/MAD/ESMAD3201036_0002.jpg,1036,,ES,스페인,MAD,,프라도 미술관 Museo del Prado,Madrid,,Southern Europe,마드리드,"스페인 마드리드에 있는 세계적인 미술관 중 하나로 15세기 이후 스페인 왕실에서 수집한 미술 작품을 전시하고 있습니다. 그림과 조각을 위한 전용 박물관으로 설립되었으며 5,000개 이상의 그림과 2,000개 이상의 판화, 1,000개 이상의 주화와 메달 그리고 2천 개 이상의 장식물과 예술 작품이 전시되어 있으며, 조각상은 700개 이상이 있습니다."
parsing0608,https://www.windsortour.co.kr/images/area_img/ES/LOY/ESLOY3201986_0001.jpg,1986,,ES,스페인,LOY,,로욜라 대성당 Santuario de Loiola,,,Southern Europe,,"스페인 북쪽 바스크 지방 아스뻬이띠아(Azpeitia)의 로욜라 성이 있던 곳에 세워진 수도원으로 영적 찬미의 상징물, 성 이냐시오의 표어인 \""하느님의 더 큰 영광을 위하여\""가 건축물로 재현된 것으로, 성당의 구조는 직경 33m의 원형으로 되어 있고, 원형 돔의 직경은 20m, 바닥에서 돔의 꼭대기까지의 높이는 55m 입니다."
,,,-4.5593676  위경도가 없을시 수정버튼 누르고 그냥 저장.,ES,스페인,AGP,,엘 토르칼 국립공원 El Torcal de Antequera,Malaga,37.020001,Southern Europe,말라가,스페인 안달루시아 말라가 지방의 안테케라(Antequera)시 남쪽에 위치한 Sierra del Torcal 산맥의 자연 보호 구역입니다. 1억5천만전에 형성된 석회석 기암괴석지대의 특이한 지형으로 유명하며 유럽에서 가장 인상적인 카르스트 풍경 중 하나로 경치가 매우 절경입니다.
parsing0608,https://www.windsortour.co.kr/images/area_img/ES/SVQ/ESSVQ3201183_0002.jpg,1183,,ES,스페인,SVQ,,세비야 대성당 Catedral de Sevilla,Sevilla,,Southern Europe,세비야,"스페인 안달루시아 세비야에 있는 로마 가톨릭 대성당으로 1987년 유네스코에 의해 세계문화유산으로 지정되었으며, 스페인의 주교좌 성당이기도 합니다. 세비야 대성당은 세계에서 10번째로 큰 성당이자 가장 거대한 규모의 고딕 양식 성당으로 16세기 완공 이후, 세비야 대성당은 수 천년 동안 가장 거대한 성당이라는 명예를 지니고 있던 아야 소피아를 제치고 세계에서 가장 거대한 성당이 되었습니다. 대성당은 11,520평방 미터의 면적을 차지하며, 고딕 양식으로 지어진 부분의 길이는 약 126m, 너비는 약 76m이며, 그리고 첨탑의 최고 높이는 42m이며, 세비야 대성당의 종탑인 히랄다 탑은 104.5m의 높이를 자랑합니다. 1478년에 페르난도 2세와 이사벨 여왕의 유일한 아들이었던 아라곤의 후안 왕자가 세례를 받은 곳으로, 카스티야의 페르난도 3세, 알폰소 10세와 같은 군주들의 유해를 안치하고 있으며 추기경의 경우에는 후안 드 세르반테스 추기경, 페드로 곤잘레즈 데 멘도자 추기경 등이 묻혀있으며, 유명한 모험가 크리스토퍼 콜럼버스와 그의 아들도 이 곳에 유해가 안치되어 있습니다."
parsing0608,https://www.windsortour.co.kr/images/area_img/ES/COG/ESCOG3201805_0003.jpg,1805,,ES,스페인,COG,,콘수에그라 풍차 마을 Molinos de Viento de Consuegra,CONDOTO,,Southern Europe,COG,"스페인 카스티야 라 만차 자치 지방 톨레도주에 있는 자치시로 톨레도에서 남쪽으로 65km 정도를 더 달려가면 작은 시골 마을 언덕에 10여개의 풍차가 아름답게 줄을 서 있습니다. 스페인 사람들에게 영원히 기억되는 위인은 신대륙을 발견한 콜롬버스이고 다른 한 명은 작가 세르반테스 입니다. 세르반테스는 돈키호테 데 라 만차라는 소설을 통해 스페인을 세계인들의 마음 속에 기억하게 만들었는데, 이 소설 속에 나오는 풍차들이 있는 곳이 바로 이 곳  콘수에그라(Consuegra)입니다."
parsing0608,https://www.windsortour.co.kr/images/area_img/ES/TOL/ESTOL3201203_0002.jpg,1203,,ES,스페인,TOL,,똘레도 대성당 Cathedral de Santa Maria de Toledo,Toledo OH,,Southern Europe,톨레도,"스페인 카스티야라만차 지방 똘레도에 있는 가톨릭 성당으로 1227년, 카스티야 왕 페르난도 3세 시대에 건설이 시작되어, 가톨릭 군주 시대인 1493년에 완성 되었습니다."
,,,1.8376757  위경도가 없을시 수정버튼 누르고 그냥 저장.,ES,스페인,BCN,,몬세라트 수도원 Monasterio de Montserrat,Barcelona,41.5933262,Southern Europe,바로셀로나,"스페인 카탈루냐 지방 몬세라트에 있는 수도원으로 프란체스코 교황이 방문할 만큼 유명하며, 수도원 부속 대성당은 15~16세기에 지어졌으며 고딕 양식에 르네상스 양식이 혼합되어 있습니다. 대성당에는 2개의 입구가 있는데 오른쪽 문에는 검은 마리아상으로 통하는 곳입니다. 몬세라트 수도원은 1천년이 넘는 수도원으로 세계에서 많은 수도원들이 근대 혹은 현대 시대로 넘어오는 과정에서 그 기능을 상실하는 경우가 많은데 이 수도원은 현재까지도 약 150명 정도의 수도사들에 의해 운영되고 있습니다. 1499년에 인쇄를 시작했던 인쇄소도 현재까지 운영되고 있으며 산 위에 세워진 그 모습이 안토니오 가우디에게 큰 영감을 준것으로 잘 알려져 있습니다."
,,,,ES,스페인,,,메스키타 Mezquita,,,Southern Europe,,"스페인어로 ""모스크""라는 뜻으로, 아랍어 ""마스지드""에서 유래되었으나, 일반적 고유명사로서, 스페인 안달루시아 지방 코르도바에 있는 가톨릭 교회의 주교좌 성당 ""코르도바 산타마리아 성당""(Catedral de Santa María de Córdoba)을 가리키는 경우가 많습니다. 이 메스키타는 스페인에 현존하는 유일한 큰 모스크입니다."
,,,,ES,스페인,,,파라도르 Parador,,,Southern Europe,,"스페인어로 '휴식처'란 뜻의 파라도르는 스페인 각 도시의 고성, 궁전, 저택, 수도원, 요새, 시청사, 병원 등을 개조해서 호텔로 사용하고있으며 스페인 전역에 있는 국영호텔 체인입니다. 현재 전국에 100여개의 파라도르가 있으며 내부시설을 현대화하고 건축물의 각 특징을 살려 스페인에서만의 중세분위기의 특별한 숙박 체험을 선사하고 있습니다. 1928년 스페인국왕 알폰소 13세가 파라도레스 데 투리스모(Paradores de Turismo)라는 회사를 설립하고 파라도르를 체인화하여 지금에 이르고 있습니다."
parsing0608,https://www.windsortour.co.kr/images/area_img/ES/NER/ESNER3200980_0002.jpg,980,,ES,스페인,NER,,프리힐리아나 Frigiliana,NERYUNGRI,,Southern Europe,NER,스페인의 산토리니라고 불리는 곳으로 언덕위의 하얀집이 인상적이며 15세기 말 스페인을 기독교인들이 차지하면서 무어인들이 고산지대에 숨어 형성된 마을입니다.
parsing0608,https://www.windsortour.co.kr/images/area_img/ES/MIJ/ESMIJ3201776_0001.jpg,1776,,ES,스페인,MIJ,,미하스 마을 Mijas,MILI,,Southern Europe,MIJ,스페인의 산토리니로 불리우는 미하스는 스페인 남부 안달루시아 지방 말라가 주의 도시로 푸에블로 블랑코(Pueblo Blanco-하얀 마을) 특유의 하얀 외벽 주택으로 가득한 곳입니다.
parsing0608,https://www.windsortour.co.kr/images/area_img/ES/MAD/ESMAD3201051_0002.jpg,1051,,ES,스페인,MAD,,마드리드 왕궁 Palacio Real de Madrid,Madrid,,Southern Europe,마드리드,"스페인의 왕실 공식 관저로 왕은 마드리드 외곽의 작은 궁전인 사르수엘라 궁에 머물고 있으며, 국가적 상황에만 사용이 되는 것을 원칙으로, 서부 유럽을 통틀어서 2,800여 개 이상의 방과 135,000 m²의 크기로 단연 최대의 크기를 자랑 합니다. 궁전은 마드리드 서부 중심가의 서쪽 바일렌 거리의 만사나레스 강변에 위치해 있으며, 스페인 지하철의 오페라 역에서 바로 이동 할수 있습니다. 공식행사가 없을 경우에 한해서 부분적으로만 일반에 공개되어 있습니다. 입장료 성인 12유로, 학생 6유로 / 오디오가이드 5유로 add: Real Alcázar de Madrid, 28013 Madrid, 스페인 홈페이지: http://www.patrimonionacional.es/"
parsing0608,https://www.windsortour.co.kr/images/area_img/ES/SLM/ESSLM3201176_0002.jpg,1176,-5.6659150  위경도가 없을시 수정버튼 누르고 그냥 저장.,ES,스페인,SLM,,살라망카 대성당 Salamanca Cathedral,Salamanca,40.9606371,Southern Europe,살라망카,"스페인의 크고 작은 도시에서 모두 볼 수 있는 것들은 바로 성당으로 살라망카에는 대성당이 두 곳이 있습니다. 구 성당의 부족한 점을 보안하여 바로 옆에 이어져서 지어진 신 대성당. 신 대성당을 통해서 구 대성당을 들어갈 수 있기에 동시에 두 성당을 볼 수 있습니다. 살라망카 대성당 입구에는 예루살렘의 입구와 성인들의 모습, 그리스도의 탄생과 공헌 모습이 정교하게 조각되어 있으며, 살라망카 대학교 입구의 개구리 조각만큼이나 여행객들의 눈길을 끄는 조각이 이 살라망카 대성당에도 있으니, 바로 우주인과 아이스크림을 먹는 용입니다. 13-14세기에 건설된 성당에 현대적인 우주복을 입고 있는 조각상이 많은 미스터리’설’을 만들어 냈는데, 성당을 보수하면서 조각팀들이 장난을 친 조각이라는 말이 가장 유력합니다."
,,,9.1793325  위경도가 없을시 수정버튼 누르고 그냥 저장.,IT,이탈리아,MIL,,스포르체스코 성 Castello Sforzesco,Milan,45.4704762,Southern Europe,밀라노,"스포르체스코 성은 레오나르도 다 빈치와 브라만테가 참여해서 제작된 밀라노의 대표적인 르네상스 건축물입니다. 14세기에 비스콘티가에서 궁전으로 건설했으나 15세기에 스포르차집안이 성으로 개축했습니다. 웅장하고 위험 있는 다갈색의 건축물로 필라레테의 탑 주위에 회랑이 둘러싸고 있으며, 안쪽으로 넓은 중정이 있습니다. 성 안에는 고고학 박물관과 스포르체스코 성 미술관과 악기 박물관이 있습니다."
parsing0608,https://www.windsortour.co.kr/images/area_img/HR/SPU/HRSPU3200671_0002.jpg,671,,HR,크로아티아,SPU,,리바 거리 Riva street,SPLIT,,Southern Europe,스플리트,"스플릿을 찾은 관광객이라면 이곳 리바거리를 밟지않을 수 없습니다. 해변 산책로를 따라 야자수가 늘어선 리바 거리는 스플릿 최대의 번화가로 이곳의 음식, 문화를 느낄 수 있는 곳입니다."
parsing0608,https://www.windsortour.co.kr/images/area_img/SI/POS/SIPOS3200569_0002.jpg,569,,SI,슬로베니아,POS,,포스토이나 동굴 Postojna Cave,Port of Spain,,Southern Europe,포트 오브 스페인,"슬로베니아 최고 인기 관광지로 세계 3대 동굴 중 하나인 포스토이나 동굴은 전체 길이가 20,570m에 달하는 거대한 카르스트 동굴로 관광객들의 필수 방문지입니다.. 전기 기차를 타고 동굴 투어를 할 수 있으며 동굴 안은 연중 8~10도 정도로 저온 날씨라 꼭 가디건 및 점퍼를 챙겨주셔야 합니다.  포스토이나 동굴에는 약 100종이 넘는 동물들이 서식하고 있으며 그 중 가장 유명한 생물로 \'프로테우스\'라는 작은 뱀장어 종류의 물고기로 어둠 속에서 생활하는 까닭에 눈은 퇴화되었고 피부 보호 물질이 없는 투명한 피부를 갖고 있습니다."
,,,,SI,슬로베니아,LJU,,류블랴나 시내 LJUBLJANA,Ljubljana,,Southern Europe,류블랴나,"슬로베니아의 수도. 지명은 시내를 흐르고 있는 류블랴니차 강에서 유래한다. 또는 '가장 사랑하는 사람'이라는 뜻의 슬라브 어와 관계가 있다고도 한다. 로마 시대의 도시 에모나에 기원을 두며, 6세기 이후 슬로베니아 인이 거주하고 있는데 1277~1918년 합스부르크 가의 지배를 받았다. 기계·섬유·화학·제약 등의 공업이 발달하였다. 시내의 언덕에는 11세기의 고성이 있고, 16세기 바로크 양식 건물이 많이 남아 있다."
parsing0608,https://www.windsortour.co.kr/images/area_img/IL/JRS/ILJRS3201301_0002.jpg,1301,,IL,이스라엘,JRS,,승천 교회 Chapel of the Ascension,JERUSALEM,,Western Asia,예루살렘,"승천교회는 예루살렘 감람산 정상에 위치하고 있으며, 현재는 이슬람 구역에 포함되어 있는 이 교회는 예수님이 승천하실 때 발자국을 남긴 것으로 알려진 승천바위(Rock of Ascension)를 중심으로 세워져 있습니다."
parsing0608,https://www.windsortour.co.kr/images/area_img/DE/DUS/DEDUS3200214_0001.jpg,214,,DE,독일,DUS,,쾨니히스알레 거리 Konigsallee,DUSSELDORF,,Western Europe,뒤셀도르프,"시내에 있는 수로를 따라 잘 정비된 가로수 길로 \'쾨니스알레\'는 왕의 길이라는 뜻으로 프리드리히 빌헬름 4세가 이곳을 방문하면서 붙은 이름이라고 합니다. 길 양쪽으로 백화점, 레스토랑, 드레스 샵 등이 즐비해 있습니다."
,,,,TR,튀르키예,AYT,,시데 시내 Side town,Antalya,,Western Asia,안탈야,"시데은 터키의 지중해 해안의 관광 및 문화 허브도시입니다. 시데의 많은 주요 명소 중 아폴로 신전은 이곳을 대표하는 랜드마크입니다. 고대 팜필리아 유적이 있는 해안 도시로, 그리스인이 세운 이오니아의 식민도시로 번영을 누렸던 곳입니다. 인근의 대도시 안탈랴 근교로 유럽인들에게 휴양 해변의 도시로도 잘 알려져 있습니다. 보존 상태가 양호한 원형극장에서 여름철에는 대공연도 펼쳐지는 문화와 유적이 공존하는 장소입니다."
,,,,TR,튀르키예,AYT,,시데 아폴로신전 side Apollo temple,Antalya,,Western Asia,안탈야,"시데은 터키의 지중해 해안의 관광 및 문화 허브도시입니다. 시데의 많은 주요 명소 중 아폴로 신전은 이곳을 대표하는 랜드마크입니다.터키와 외국인의 사람들은 모두 오랜세월동안 사원의 아름다움, 고대의 매력적인 유적에 관심을 가졌습니다.로마 시대의 시데의 두 가지 주요 신은 아폴로와 아테나였다. 로마 평화로 알려진 기간 동안 시데에 지어진 두 사원 중 하나는 아폴로의 사원입니다. 아폴로는 로마 신화에서 음악, 시, 태양, 빛의 신으로 알려져 있습니다. 이 시기에 지어진 다른 성전은 지혜와 기술의 여신 아테나(Athena)의 명예에 세워진 아테나 성전입니다. 이 두 사원은 시데 반도 끝에 서로 가까이 놓여 있습니다.이 신전은 기원전 2세기경에 세워졌습니다."
parsing0608,https://www.windsortour.co.kr/images/area_img/IT/SRA/ITSRA3200143_0002.jpg,143,,IT,이탈리아,SRA,,시라쿠사 두오모 Duomo di Siracusa,"Santa Rosa, Brazil",,Southern Europe,,"시라쿠사 두오모은 2005년 지정된 유네스코 세계문화유산 안에 포함돼있는 건축물이다. 7세기에 조시모 주교가 오르티기아섬에 있던 아테나 대신전 (기원전 5세기) 위에 지었다. 짧은 쪽 벽면이 기둥 6개, 긴 쪽 벽면이 기둥 14개로 이뤄진 도리스식 건축물이며, 이런 특징은 현재 교회 벽면에 일부분이 되어 볼 수 있다."
parsing0608,https://www.windsortour.co.kr/images/area_img/IT/SRA/ITSRA3201963_0001.jpg,1963,,IT,이탈리아,SRA,,시라쿠사 고고학 공원 Siracusa Archeological Park,"Santa Rosa, Brazil",,Southern Europe,,"시라쿠사 최대 고대 유적지로 시라쿠사는 BC 734년 고대 그리스 코린토와 테레아의 정착민들이 세운 도시구가로 고대 그리스 밖에 세운 최대의 그리스 도시구가였습니다. 고대그리스를 비롯해 로마 제국의 유적이 한 지역에 모여 있습니다. 로마 원형 극장, 그리스 반원형 극장, 채석장, 시라쿠사 폭군 디오니시우스가 감옥으로 사용하였던 동굴인 디오니시우스의 귀 동굴 등 유적지들이 한곳에 모여 있습니다."
,,,,IT,이탈리아,IT-82,,아폴로 신전 Tempio di Apollo,SICILIA,,Southern Europe,시칠리아,시라쿠사에서 오르티지아섬으로 다리를 건너 들어가면 바로 눈에 띄는 아폴론 신전은 고대 그리스 지배를 받았던 시라쿠스의 당시 문화를 말해주는 유적이다.
,,,10.6053754  위경도가 없을시 수정버튼 누르고 그냥 저장.,IT,이탈리아,,,시르미오네 시내 SIRMIONE,,45.4969717,Southern Europe,,시르 미오 네는 롬바르디아 에 있는 브레시아 지방에 위치한다.  데센자노 델 가르다(Desenzano del Garda)와 페스키에라 델 가르다(Peschiera del Garda)의 사이로 가르다 호수의 남부 호숫가에 있습니다. 가르다 호수(Lake Garda)의 관람포인트 중 하나인 시르미오네(Sirmione)는 물로 둘러싸인 상징적인 스칼리제르 성(Scaliger Castle)과 그림처럼 아름다운 전경을 감상할 수 있는 구시가지(Old Town) 가 있습니다. 이 지역은 기후가 쾌적해 길고 더운 여름에는 상쾌한 미풍이 불어 윈드서핑을 타기 적당하며 겨울에도 온화하고 햇살이 좋습니다
parsing0608,https://www.windsortour.co.kr/images/area_img/CZ/PRG/CZPRG3202052_0001.jpg,2052,,CZ,체코,PRG,,시민 회관 Prague Municipal House,PRAGUE,,Eastern Europe,프라하,"시민 회관 (Prague Municupal House) 아르누보 양식의 진수를 보여주는 건축물로, 프라하에는 여러 양식의 건축물이 많지만, 아르누보 양식의 . 건물로는 단연 으뜸입니다. 수준높은 음악회가 열리는 곳으로서 체코의 유명한 문화 시설입니다."
,,,,IT,이탈리아,,,포폴로 광장과 구시가지 Piazza del Popolo Ravenna,,,Southern Europe,,"시민들의 광장이란 의미의 포폴로 광장은 라벤나 시내의 중심 광장으로 시청사와 바로크 양식 교회가 위치하고 있으며 꼭대기에 성자 조각상이 있는 기둥2개가 우뚝 서 있습니다. 라벤나는 이탈리아 북부 에밀리아 로마니아 지방의 중심도시이며 아드리아해 위치하고 있습니다. 서기 404년 로마 황제 호노리우스는 로마에서 이곳으로 수도를 옮겨 통치하였으며 이로인한 많은  유적이 남아있습니가. 그 시대 유적으로 갈라 플라치디아 묘당, 테오도리코 묘당, 정통파 세례당, 아리우스파 세례당, 산 타폴리나레, 누오보 성당, 산 비탈레성당, 두오모 성당 등 초기 비잔틴 건축물, 모자이크 무늬로 장식된 건축물이 많이 있습니다."
,,,16.3796601  위경도가 없을시 수정버튼 누르고 그냥 저장.,AT,오스트리아,VIE,,시립공원 Wiener Stadtpark,Vienna,48.2047335,Western Europe,비엔나,"시민들의 휴식 공간으로 1862년 개장 하였습니다. 시민공원이라고도 불리며 오스트리아를 대표하는 여러 음악가들의 동상이 많이 있는 것으로 유명합니다. 특히 요한 슈트라우스, 슈베르트의 동상이 유명합니다."
parsing0608,https://www.windsortour.co.kr/images/area_img/EG/SIW/EGSIW3201667_0002.jpg,1667,,EG,이집트,SIW,,샤리 요새 Shali Fortress,,,Northern Africa,,"시와 마을 중심부에 있는 13세기 지어진 샤리 요새로, 물과 자원이 풍부했기에 약탈을 막기위해 성벽을 쌓은 곳입니다."
parsing0608,https://www.windsortour.co.kr/images/area_img/HU/VES/HUVES3200373_0002.jpg,373,,HU,헝가리,VES,,오바로쥬 광장 obaros ter,,,Eastern Europe,,시청 앞에 있는 오바로쥬 광장을 지나 도시에서 가장 오래된 건물인 화재 감시탑을 지나면 좌우로 도열한 성채 골목이 모습을 드러냅니다.  오바로쥬 광장에는 헝가리 왕비즉위식이 열렸던 세인트미카엘 성당이 있습니다.
